"","species","month","day","year","box","pollen","occurrence"
"133","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"134","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"135","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"136","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"137","Archilochus colubris",4,21,2016,1,13.715191418305,FALSE
"138","Archilochus colubris",4,23,2016,1,13.715191418305,FALSE
"139","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"140","Archilochus colubris",4,22,2016,2,93.0919288424775,TRUE
"141","Archilochus colubris",4,24,2016,2,93.0919288424775,TRUE
"142","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"143","Archilochus colubris",4,26,2016,3,31.6045361803845,FALSE
"144","Archilochus colubris",4,26,2016,3,31.6045361803845,FALSE
"145","Archilochus colubris",4,24,2016,1,13.715191418305,FALSE
"146","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"147","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"148","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"149","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"150","Archilochus colubris",4,25,2016,1,13.715191418305,FALSE
"151","Archilochus colubris",4,25,2016,1,13.715191418305,FALSE
"152","Archilochus colubris",4,24,2016,1,13.715191418305,FALSE
"153","Archilochus colubris",4,25,2016,1,13.715191418305,FALSE
"154","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"155","Archilochus colubris",4,25,2016,1,13.715191418305,FALSE
"156","Archilochus colubris",4,25,2016,1,13.715191418305,FALSE
"157","Archilochus colubris",4,24,2016,1,13.715191418305,FALSE
"158","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"159","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"160","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"161","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"162","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"163","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"164","Archilochus colubris",4,25,2016,1,13.715191418305,FALSE
"165","Archilochus colubris",4,25,2016,1,13.715191418305,FALSE
"166","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"167","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"168","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"169","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"170","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"171","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"172","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"173","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"174","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"175","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"176","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"177","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"178","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"179","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"180","Archilochus colubris",4,24,2016,2,93.0919288424775,TRUE
"181","Archilochus colubris",4,23,2016,2,93.0919288424775,TRUE
"182","Archilochus colubris",4,24,2016,2,93.0919288424775,TRUE
"183","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"184","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"185","Archilochus colubris",4,24,2016,2,93.0919288424775,TRUE
"186","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"187","Archilochus colubris",4,19,2016,2,93.0919288424775,TRUE
"188","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"189","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"190","Archilochus colubris",4,26,2016,3,31.6045361803845,FALSE
"191","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"192","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"193","Archilochus colubris",4,25,2016,2,93.0919288424775,TRUE
"194","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"195","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"196","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"197","Archilochus colubris",4,19,2016,1,13.715191418305,FALSE
"198","Archilochus colubris",4,19,2016,1,13.715191418305,FALSE
"199","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"200","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"201","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"202","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"203","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"204","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"205","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"206","Archilochus colubris",4,27,2016,1,13.715191418305,FALSE
"207","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"208","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"209","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"210","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"211","Archilochus colubris",4,23,2016,2,93.0919288424775,TRUE
"212","Archilochus colubris",4,23,2016,2,93.0919288424775,TRUE
"213","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"214","Archilochus colubris",4,26,2016,2,93.0919288424775,TRUE
"215","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"216","Archilochus colubris",4,27,2016,1,13.715191418305,FALSE
"217","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"218","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"219","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"220","Archilochus colubris",4,19,2016,1,13.715191418305,FALSE
"221","Archilochus colubris",4,19,2016,1,13.715191418305,FALSE
"222","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"223","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"224","Archilochus colubris",4,27,2016,1,13.715191418305,FALSE
"225","Archilochus colubris",4,28,2016,1,13.715191418305,FALSE
"226","Archilochus colubris",4,28,2016,1,13.715191418305,FALSE
"227","Archilochus colubris",4,27,2016,1,13.715191418305,FALSE
"228","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"229","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"230","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"231","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"232","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"233","Archilochus colubris",4,18,2016,2,93.0919288424775,TRUE
"234","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"235","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"236","Archilochus colubris",4,28,2016,1,13.715191418305,FALSE
"237","Archilochus colubris",4,27,2016,2,93.0919288424775,TRUE
"238","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"239","Archilochus colubris",4,27,2016,1,13.715191418305,FALSE
"240","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"241","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"242","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"243","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"244","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"245","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"246","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"247","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"248","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"249","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"250","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"251","Archilochus colubris",4,28,2016,1,13.715191418305,FALSE
"252","Archilochus colubris",4,29,2016,1,13.715191418305,FALSE
"253","Archilochus colubris",4,29,2016,1,13.715191418305,FALSE
"254","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"255","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"256","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"257","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"258","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"259","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"260","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"261","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"262","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"263","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"264","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"265","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"266","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"267","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"268","Archilochus colubris",4,29,2016,1,13.715191418305,FALSE
"269","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"270","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"271","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"272","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"273","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"274","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"275","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"276","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"277","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"278","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"279","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"280","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"281","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"282","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"283","Archilochus colubris",4,23,2016,2,93.0919288424775,TRUE
"284","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"285","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"286","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"287","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"288","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"289","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"290","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"291","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"292","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"293","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"294","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"295","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"296","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"297","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"298","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"299","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"300","Archilochus colubris",4,29,2016,1,13.715191418305,FALSE
"301","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"302","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"303","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"304","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"305","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"306","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"307","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"308","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"309","Archilochus colubris",5,1,2016,1,57.4604766909033,FALSE
"310","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"311","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"312","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"313","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"314","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"315","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"316","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"317","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"318","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"319","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"320","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"321","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"322","Archilochus colubris",5,1,2016,1,57.4604766909033,FALSE
"323","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"324","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"325","Archilochus colubris",5,1,2016,1,57.4604766909033,FALSE
"326","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"327","Archilochus colubris",5,1,2016,1,57.4604766909033,FALSE
"328","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"329","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"330","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"331","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"332","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"333","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"334","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"335","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"336","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"337","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"338","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"339","Archilochus colubris",5,1,2016,1,57.4604766909033,FALSE
"340","Archilochus colubris",5,1,2016,1,57.4604766909033,FALSE
"341","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"342","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"343","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"344","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"345","Archilochus colubris",5,2,2016,3,27.0807462278754,FALSE
"346","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"347","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"348","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"349","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"350","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"351","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"352","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"353","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"354","Archilochus colubris",5,2,2016,1,57.4604766909033,FALSE
"355","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"356","Archilochus colubris",5,1,2016,1,57.4604766909033,FALSE
"357","Archilochus colubris",5,2,2016,1,57.4604766909033,FALSE
"358","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"359","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"360","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"361","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"362","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"363","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"364","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"365","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"366","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"367","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"368","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"369","Archilochus colubris",5,2,2016,1,57.4604766909033,FALSE
"370","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"371","Archilochus colubris",5,2,2016,2,42.7699127001688,TRUE
"372","Archilochus colubris",5,3,2016,1,57.4604766909033,FALSE
"373","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"374","Archilochus colubris",4,30,2016,1,13.715191418305,FALSE
"375","Archilochus colubris",4,29,2016,2,93.0919288424775,TRUE
"376","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"377","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"378","Archilochus colubris",5,3,2016,1,57.4604766909033,FALSE
"379","Archilochus colubris",4,27,2016,1,13.715191418305,FALSE
"380","Archilochus colubris",4,26,2016,1,13.715191418305,FALSE
"381","Archilochus colubris",4,28,2016,2,93.0919288424775,TRUE
"382","Archilochus colubris",5,2,2016,1,57.4604766909033,FALSE
"383","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"384","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"385","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"386","Archilochus colubris",5,3,2016,3,27.0807462278754,FALSE
"387","Archilochus colubris",5,3,2016,1,57.4604766909033,FALSE
"388","Archilochus colubris",5,3,2016,1,57.4604766909033,FALSE
"389","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"390","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"391","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"392","Archilochus colubris",4,30,2016,2,93.0919288424775,TRUE
"393","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"394","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"395","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"396","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"397","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"398","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"399","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"400","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"401","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"402","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"403","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"404","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"405","Archilochus colubris",5,1,2016,2,42.7699127001688,TRUE
"406","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"407","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"408","Archilochus colubris",5,1,2016,3,27.0807462278754,FALSE
"409","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"410","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"411","Archilochus colubris",5,3,2016,2,42.7699127001688,TRUE
"412","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
"413","Archilochus colubris",5,4,2016,2,42.7699127001688,TRUE
