"X.1","species","month","day","year","box","X","pollen","total","propn","occurrence"
211,"Archilochus colubris",4,23,2016,2,321,43,176,0.244318181818182,1
212,"Archilochus colubris",4,23,2016,2,321,43,176,0.244318181818182,1
213,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
214,"Archilochus colubris",4,26,2016,2,321,43,176,0.244318181818182,1
215,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
216,"Archilochus colubris",4,27,2016,1,148,63,390,0.161538461538462,1
217,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
218,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
219,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
220,"Archilochus colubris",4,19,2016,1,148,63,390,0.161538461538462,1
221,"Archilochus colubris",4,19,2016,1,148,63,390,0.161538461538462,1
222,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
223,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
224,"Archilochus colubris",4,27,2016,1,148,63,390,0.161538461538462,1
225,"Archilochus colubris",4,28,2016,1,148,63,390,0.161538461538462,1
226,"Archilochus colubris",4,28,2016,1,148,63,390,0.161538461538462,1
227,"Archilochus colubris",4,27,2016,1,148,63,390,0.161538461538462,1
228,"Archilochus colubris",4,26,2016,1,148,63,390,0.161538461538462,1
229,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
230,"Archilochus colubris",4,26,2016,1,148,63,390,0.161538461538462,1
231,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
232,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
233,"Archilochus colubris",4,18,2016,2,321,43,176,0.244318181818182,1
234,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
235,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
236,"Archilochus colubris",4,28,2016,1,148,63,390,0.161538461538462,1
237,"Archilochus colubris",4,27,2016,2,321,43,176,0.244318181818182,1
238,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
239,"Archilochus colubris",4,27,2016,1,148,63,390,0.161538461538462,1
240,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
241,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
242,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
243,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
244,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
245,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
246,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
247,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
248,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
249,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
250,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
251,"Archilochus colubris",4,28,2016,1,148,63,390,0.161538461538462,1
252,"Archilochus colubris",4,29,2016,1,148,63,390,0.161538461538462,1
253,"Archilochus colubris",4,29,2016,1,148,63,390,0.161538461538462,1
254,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
255,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
256,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
257,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
258,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
259,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
260,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
261,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
262,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
263,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
264,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
265,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
266,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
267,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
268,"Archilochus colubris",4,29,2016,1,148,63,390,0.161538461538462,1
269,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
270,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
271,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
272,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
273,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
274,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
275,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
276,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
277,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
278,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
279,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
280,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
281,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
282,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
283,"Archilochus colubris",4,23,2016,2,321,43,176,0.244318181818182,1
284,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
285,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
286,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
287,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
288,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
289,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
290,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
291,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
292,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
293,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
294,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
295,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
296,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
297,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
298,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
299,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
300,"Archilochus colubris",4,29,2016,1,148,63,390,0.161538461538462,1
301,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
302,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
303,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
304,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
305,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
306,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
307,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
308,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
309,"Archilochus colubris",5,1,2016,1,149,32,390,0.0820512820512821,1
310,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
311,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
312,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
313,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
314,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
315,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
316,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
317,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
318,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
319,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
320,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
321,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
322,"Archilochus colubris",5,1,2016,1,149,32,390,0.0820512820512821,1
323,"Archilochus colubris",4,26,2016,1,148,63,390,0.161538461538462,1
324,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
325,"Archilochus colubris",5,1,2016,1,149,32,390,0.0820512820512821,1
326,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
327,"Archilochus colubris",5,1,2016,1,149,32,390,0.0820512820512821,1
328,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
329,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
330,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
331,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
332,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
333,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
334,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
335,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
336,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
337,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
338,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
339,"Archilochus colubris",5,1,2016,1,149,32,390,0.0820512820512821,1
340,"Archilochus colubris",5,1,2016,1,149,32,390,0.0820512820512821,1
341,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
342,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
343,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
344,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
345,"Archilochus colubris",5,2,2016,3,495,52,337,0.154302670623145,1
346,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
347,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
348,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
349,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
350,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
351,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
352,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
353,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
354,"Archilochus colubris",5,2,2016,1,149,32,390,0.0820512820512821,1
355,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
356,"Archilochus colubris",5,1,2016,1,149,32,390,0.0820512820512821,1
357,"Archilochus colubris",5,2,2016,1,149,32,390,0.0820512820512821,1
358,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
359,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
360,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
361,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
362,"Archilochus colubris",4,30,2016,2,321,43,176,0.244318181818182,1
363,"Archilochus colubris",4,28,2016,2,321,43,176,0.244318181818182,1
364,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
365,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
366,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
367,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
368,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
369,"Archilochus colubris",5,2,2016,1,149,32,390,0.0820512820512821,1
370,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
371,"Archilochus colubris",5,2,2016,2,322,23,176,0.130681818181818,1
372,"Archilochus colubris",5,3,2016,1,149,32,390,0.0820512820512821,1
373,"Archilochus colubris",5,3,2016,2,322,23,176,0.130681818181818,1
374,"Archilochus colubris",4,30,2016,1,148,63,390,0.161538461538462,1
375,"Archilochus colubris",4,29,2016,2,321,43,176,0.244318181818182,1
376,"Archilochus colubris",5,1,2016,2,322,23,176,0.130681818181818,1
